"BSTNUM";"MUTKOD";"VERVALLEN";"BACKUPID";"TSNR";"TSITNR";"THITMK";"THAKD1";"THAKD2";"THAKD3";"THAKD4";"THAKD5";"THAKD6";"THNM15";"THNM50";"THNM4";"THNM25";"NIETVOORSC";"SourceCode"
"0902";"0";0;"";"1530";"000006";"";"";"";"";"";"";"";Incontinentie m;Incontinentie-absorptiemateriaal(verzorgingsmidd);INCO;Incontinentie-absorptiem;0;
"0902";"0";0;"";"1530";"000007";"";"";"";"";"";"";"";App anaalspoel;Spoelapparatuur voor anaalspoelen(verzorgingsmidd);SPOE;Spoelapp v anaalspoelen;0;
"0902";"0";0;"";"1530";"000008";"";"";"";"";"";"";"";Slijmzuigapp;Slijmzuigapparatuur en toebeh (verzorgingsmiddel);SLMZ;Slijmzuigapp en toebeh;0;
"0902";"0";0;"";"1530";"000009";"";"";"";"";"";"";"";Anticonceptiehu;Anticonceptiehulpmidd uitsl v verz jonger dan 21jr;ANTI;Anticonceptiehulpmidd uit;0;
"0902";"0";0;"";"1530";"000010";"";"";"";"";"";"";"";Injectiespuiten;Injectiespuiten;INJS;Injectiespuiten;0;
"0902";"0";0;"";"1530";"000011";"";"";"";"";"";"";"";Hulpm diabetes;Hulpmiddelen bij diabetes;DIAB;Hulpmiddelen bij diabetes;0;
"0902";"0";0;"";"1530";"000012";"";"";"";"";"";"";"";Draagb infuuspo;Draagbare, uitwendige infuuspompen;INFU;Draagbare,uitw infuuspomp;0;
"0902";"0";0;"";"1530";"000013";"";"";"";"";"";"";"";Schoenvoorzieni;Schoenvoorzieningen;SCHO;Schoenvoorzieningen;0;
"0902";"0";0;"";"1530";"000014";"";"";"";"";"";"";"";Hulpm voeding;Hulpmiddelen voor toediening van voeding;VOED;Hulpmidd toedien voeding;0;
"0902";"0";0;"";"1530";"000015";"";"";"";"";"";"";"";Allerg vr hoes;Allergeenvrije en stofdichte hoezen;ALLE;Allergeenvr stofd hoezen;0;
"0902";"0";0;"";"1530";"000016";"";"";"";"";"";"";"";Zuurstofapparat;Zuurstofapparatuur;ZSTF;Zuurstofapparatuur;0;
"0902";"0";0;"";"1530";"000017";"";"";"";"";"";"";"";Vernevelaar toe;Vernevelaars met toebehoren;VERN;Vernevelaar met toebehore;0;
"0902";"0";0;"";"1530";"000018";"";"";"";"";"";"";"";Thuisdialyse ap;Thuisdialyse apparatuur;DIAL;Thuisdialyse apparatuur;0;
"0902";"0";0;"";"1530";"000019";"";"";"";"";"";"";"";Verbandmiddelen;Verbandmiddelen;VERB;Verbandmiddelen;0;
"0902";"0";0;"";"1530";"000020";"";"";"";"";"";"";"";Ap v pos uitade;Apparatuur voor positieve uitademingsdruk;ADEM;App v pos uitademingsdruk;0;
"0902";"0";0;"";"1530";"000021";"";"";"";"";"";"";"";Elek stim pijn;Uitw elektrostimulators tegen chr pijn en toebeh;ELEK;Elektr stim chr pijn toeb;0;
"0902";"0";0;"";"1530";"000022";"";"";"";"";"";"";"";CPAP apparatuur;CPAP apparatuur;CPAP;CPAP apparatuur;0;
"0902";"1";1;"";"1530";"000023";"";"";"";"";"";"";"";Zelfm bloedstol;Zelfmeetapparatuur voor bloedstollingstijden;TROM;Zelfmeet app v bloedstoll;0;
"0902";"0";0;"";"1530";"000024";"";"";"";"";"";"";"";ader en lymfeva;Compensatie functieverlies aderen en lymfevaten;ADER;Com functverl ader+lymfe;0;
"0902";"0";0;"";"1530";"000025";"";"";"";"";"";"";"";Gezichtshulpmid;Gezichtshulpmiddelen;GEZI;Gezichtshulpmiddelen;0;
"0902";"0";0;"";"1530";"000026";"";"";"";"";"";"";"";Hulpm ademh st;Uitwendig hulpmiddel voor het ademhalingsstelsel;UHAD;Uitw hulpm ademhalingstel;0;
"0902";"0";0;"";"1530";"000027";"";"";"";"";"";"";"";Bescherm onderl;Beschermende onderleggers (verzorgingsmiddelen);ONDL;Beschermende onderleggers;0;
"0902";"1";1;"";"1550";"000001";"";"";"";"";"";"";"";ARTIKEL;ARTIKEL;ARTI;ARTIKEL;0;
"0902";"1";1;"";"1550";"000002";"";"";"";"";"";"";"";PRODUCTIE TOESL;PRODUCTIE TOESLAG;PROD;PRODUCTIE TOESLAG;0;
"0902";"1";1;"";"1550";"000003";"";"";"";"";"";"";"";VASTE TOESLAG;VASTE TOESLAG;VAST;VASTE TOESLAG;0;
"0902";"1";1;"";"1550";"000004";"";"";"";"";"";"";"";VERRICHTING;VERRICHTING;VERR;VERRICHTING;0;
"0902";"0";0;"";"1560";"000001";"";"";"";"";"";"";"";Gewoon;Gewoon;"";gewone;0;
"0902";"0";0;"";"1560";"000002";"";"";"";"";"";"";"";Week;Week;"";week;0;
"0902";"0";0;"";"1560";"000003";"";"";"";"";"";"";"";Ongespecificeer;Ongespecificeerd;"";Ongespecificeerd;0;
"0902";"0";0;"";"1560";"000004";"";"";"";"";"";"";"";"2 weken";"2 weken";"";"2 weken";0;
"0902";"0";0;"";"1560";"000005";"";"";"";"";"";"";"";"3 weken";"3 weken";"";"3 weken";0;
"0902";"0";0;"";"1561";"000001";EU;"";"";"";"";"";"";Eerste;Eerste uitgifte;EU;eerste uitgifte;0;
"0902";"0";0;"";"1561";"000002";VU;"";"";"";"";"";"";Vervolg;Vervolguitgifte;VU;vervolguitgifte;0;
"0902";"0";0;"";"1561";"000003";ON;"";"";"";"";"";"";Ongespecificeer;Ongespecificeerd;ONGE;Ongespecificeerd;0;
"0902";"0";0;"";"1561";"000004";BN;"";"";"";"";"";"";Terhandst+gespr;Terhandstelling met begeleidingsgesprek;BNG;Terhandstelling + gesprek;0;
"0902";"0";0;"";"1562";"000001";"";"";"";"";"";"";"";Geen bereiding;Geen magistrale bereiding;"";geen bereiding;0;
"0902";"0";0;"";"1562";"000002";"";"";"";"";"";"";"";Bereiding;Magistrale bereiding;"";bereiding;0;
"0902";"0";0;"";"1562";"000003";"";"";"";"";"";"";"";Bijzonder;Magistrale bereiding bijzonder;"";bijzondere bereiding;0;
"0902";"0";0;"";"1562";"000004";"";"";"";"";"";"";"";Ongespecificeer;Ongespecificeerd;"";Ongespecificeerd;0;
"0902";"0";0;"";"1563";"000001";"";"";"";"";"";"";"";-;Werkdag;"";werkdag;0;
"0902";"0";0;"";"1563";"000002";"";"";"";"";"";"";"";D;ANZ-spoed;"";ANZ-spoed;0;
"0902";"0";0;"";"1563";"000003";"";"";"";"";"";"";"";Ongespecificeer;Ongespecificeerd;"";Ongespecificeerd;0;
"0902";"0";0;"";"1564";"000001";"";"";"";"";"";"";"";Wel toeslag thu;Wel toeslag thuis;WTTH;Wel toeslag thuis;0;
"0902";"0";0;"";"1564";"000002";"";"";"";"";"";"";"";Geen toeslag th;Geen toeslag thuis;GTTH;Geen toeslag thuis;0;
"0902";"0";0;"";"1564";"000003";"";"";"";"";"";"";"";Ongespecificeer;Ongespecificeerd;"";Ongespecificeerd;0;
"0902";"0";0;"";"1570";"000001";PR;"";"";"";"";"";"";Preferent;Preferent;PREF;Preferent;0;
"0902";"0";0;"";"1570";"000002";NP;"";"";"";"";"";"";Niet preferent;Niet preferent;NTPR;Niet preferent;0;
"0902";"1";1;"";"1580";"000001";"";"";"";"";"";"";"";dure geneesm;dure geneesmiddelen;"";dure geneesmiddelen;0;
"0902";"1";1;"";"1580";"000002";"";"";"";"";"";"";"";weesgeneesm;weesgeneesmiddelen;"";weesgeneesmiddelen;0;
"0902";"1";1;"";"1580";"000003";"";"";"";"";"";"";"";aanp.aanv.kostn;aanpassing aanvaardbare kosten;"";aanpas aanvaardb kosten;0;
"0902";"1";1;"";"1600";"000001";"";J;"";"";"";"";"";Goedgekeurd;Goedgekeurd;"";Goedgekeurd;0;
"0902";"1";1;"";"1600";"000002";"";J;"";"";"";"";"";GTIN z logist;GTIN aanwezig zonder logistiek informatie;"";GTIN zonder logistiek;0;
"0902";"1";1;"";"1600";"000003";"";J;"";"";"";"";"";GTIN z log info;GTIN aanwezig zonder logistieke info (def. GLN);"";GTIN zndr logistieke info;0;
"0902";"1";1;"";"1600";"000004";"";J;"";"";"";"";"";GTIN parallel;GTIN van parallelverpakking;"";GTIN van parallelle verp.;0;
"0902";"1";1;"";"1600";"000051";"";J;"";"";"";"";"";Geen ZI regist.;Niet geregistreerd bij Z-Index;"";Geen registratie Z-Index;0;
"0902";"1";1;"";"1700";"000001";IA;"";"";"";"";"";"";Interactie;Interactie;INAC;Interactie;0;
"0902";"1";1;"";"1700";"000002";CI;"";"";"";"";"";"";ContraIndicatie;Contra-Indicatie;CIND;Contra-Indicatie;0;
"0902";"1";1;"";"1700";"000003";DM;"";"";"";"";"";"";Dubbelmedicatie;Dubbelmedicatie;DMED;Dubbelmedicatie;0;
"0902";"1";1;"";"1700";"000004";VN;"";"";"";"";"";"";Vermind. nierf.;Verminderde nierfunctie;VMNF;Verminderde nierfunctie;0;
"0902";"1";1;"";"1700";"000005";KZ;"";"";"";"";"";"";Kd. Zw. Bv;Kinderwens, Zwangerschap en Borstvoeding;KZBV;Kinderw Zwangersc Borstvd;0;
"0902";"1";1;"";"1700";"000006";FG;"";"";"";"";"";"";Farmacogenetica;Farmacogenetica;FGEN;Farmacogenetica;0;
"0902";"1";1;"";"1700";"000007";DO;"";"";"";"";"";"";Doseringen;Doseringen;DOSE;Doseringen;0;
"0902";"1";1;"";"1700";"000008";BK;"";"";"";"";"";"";Bijz. kenmerken;Bijzondere kenmerken;BZKN;Bijzondere kenmerken;0;
"0902";"1";1;"";"1700";"000009";IN;"";"";"";"";"";"";Indicaties EA;Indicaties en andere patientkenmerken;INDI;Indicaties en andere kenm;0;
"0902";"0";0;"";"1701";"000001";EU;"";"";"";"";"";"";Belang EU;Van belang bij eerste uitgifte;VBEU;Van belang eerste uitgift;0;
"0902";"0";0;"";"1701";"000002";TU;"";"";"";"";"";"";Belang TU;Van belang bij tweede uitgifte;VBTU;Van belang tweede uitgift;0;
"0902";"0";0;"";"1701";"000003";VU;"";"";"";"";"";"";Belang VU;Van belang bij vervolg uitgifte;VBVU;Van belang vervolguitgift;0;
"0902";"1";1;"";"1702";"000001";"";"";"";"";"";"";"";verstrekking ge;verstrekking gerelateerde verrichting;"";verstrekking gerelateerd;0;
"0902";"1";1;"";"1702";"000002";"";"";"";"";"";"";"";patient gerelat;patient gerelateerde verrichting;"";patient gerelateerd;0;
"0902";"1";1;"";"1702";"000003";"";"";"";"";"";"";"";populatie gerel;populatie gerelateerde verrichting;"";populatie gerelateerd;0;
"0902";"0";0;"";"1800";"000001";"";"";"";"";"";"";"";Overdos (norm);Overdosering (boven het norm maximum);"1";Overdosering (boven norm);0;
"0902";"0";0;"";"1800";"000002";"";"";"";"";"";"";"";Onderdos (norm);Onderdosering (onder het norm minimum);"2";Onderdosering(onder norm);0;
"0902";"0";0;"";"1800";"000003";"";"";"";"";"";"";"";Overdos (abs.);Overdosering (boven het absolute maximum);"3";Overdosering (boven abs.);0;
"0902";"0";0;"";"1800";"000004";"";"";"";"";"";"";"";Onderdos (abs.);Onderdosering (onder het absolute minimum);"4";Onderdosering (onder abs);0;
"0902";"0";0;"";"1800";"000005";"";"";"";"";"";"";"";Overdos.ris.(n);Overdosering stof smalle therap.br (boven normmax);"5";Overdos. risicostof(norm);0;
"0902";"0";0;"";"1800";"000006";"";"";"";"";"";"";"";Overdos.ris.(a);Overdosering stof smalle therap.br (boven abs.max);"6";Overdos. risicostof (abs);0;
"0902";"0";0;"";"1800";"000007";"";"";"";"";"";"";"";Geslacht;Geslacht is onbekend of niet toegestaan;"7";Gesl. onbek/niet toegest;0;
"0902";"0";0;"";"1800";"000008";"";"";"";"";"";"";"";Freq/tijdseenh;Geen dos.gegevens voor deze freq. en/of tijdseenh.;"8";Freq. en/of tijdseenh.;0;
"0902";"0";0;"";"1800";"000009";"";"";"";"";"";"";"";Afw. doseereenh;Geen doseringscontrole: afwijkende doseereenheid;"9";Afwijkende doseereenheid;0;
"0902";"0";0;"";"1800";"000010";"";"";"";"";"";"";"";Onbek. gewicht;Geen doseringscontrole: onbekend actueel gewicht;"10";Onbekend actueel gewicht;0;
"0902";"0";0;"";"1800";"000011";"";"";"";"";"";"";"";Onbek.lich.opp.;Geen doseringscontrole: onbekend actueel lich.opp.;"11";Onbekend lich.opp.;0;
"0902";"0";0;"";"1800";"000012";"";"";"";"";"";"";"";Ontbr.geb.datum;Geen doseringscontrole: ontbrekende geboortedatum;"12";Ontbrekende geboortedatum;0;
"0902";"0";0;"";"1800";"000013";"";"";"";"";"";"";"";Lftd(geen dos.);Geen doseringsgegevens voor deze leeftijd;"13";Leeftijd (geen dos.geg.);0;
"0902";"0";0;"";"1800";"000014";"";"";"";"";"";"";"";Gew.(geen dos.);Geen doseringsgegevens voor dit gewicht;"14";Gewicht (geen dos.gegev.);0;
"0902";"0";0;"";"1800";"000015";"";"";"";"";"";"";"";Lich.opp.(dos.);Geen doseringsgegevens voor dit lichaamsoppervlak;"15";Lichaamsopp.(geen dosgeg);0;
"0902";"0";0;"";"1800";"000016";"";"";"";"";"";"";"";Ontbr. dos.geg.;Ontbrekende doseergegevens;"16";Ontbr. doseergegevens;0;
"0902";"1";1;"";"1800";"000017";"";"";"";"";"";"";"";Variabele freq.;Variabele frequentie;"17";Variabele frequentie;0;
"0902";"1";1;"";"1800";"000018";"";"";"";"";"";"";"";Denekamp gebr.;Denekamp gebruikt, controleer handmatig;"18";Denekamp gebruikt;0;
"0902";"1";1;"";"1800";"000019";"";"";"";"";"";"";"";Lagere dosgrens;Er zijn andere indicaties met lagere doseergrenzen;"19";Lagere doseergrenzen aanw;0;
"0902";"0";0;"";"1800";"000020";"";"";"";"";"";"";"";Extrapol. freq.;Controle op basis van extrapolatie van frequentie;"20";Extrapolatie van frequ.;0;
"0902";"0";0;"";"1800";"000021";"";"";"";"";"";"";"";RvV (geen dos.);Geen dos. gegevens voor de reden van voorschrijven;"21";Reden v. voorschr. (dos.);0;
"0902";"0";0;"";"1800";"000022";"";"";"";"";"";"";"";RvV ontbreekt;Reden van voorschrijven ontbreekt;"22";Reden voorschr. ontbreekt;0;
"0902";"1";1;"";"1800";"000100";"";"";"";"";"";"";"";Overgebruik;Overgebruik;"100";Overgebruik;0;
"0902";"0";0;"";"1800";"000200";"";"";"";"";"";"";"";Afwijkend gebr.;Afwijkend gebruik;"200";Afwijkend gebruik;0;
"0902";"0";0;"";"1800";"000301";"";"";"";"";"";"";"";Eerste Uitgifte;Eerste Uitgifte;"301";Eerste Uitgifte;0;
"0902";"0";0;"";"1800";"000302";"";"";"";"";"";"";"";Tweede Uitgifte;Tweede Uitgifte;"302";Tweede Uitgifte;0;
"0902";"0";0;"";"1800";"000303";"";"";"";"";"";"";"";Vervolguitgifte;Vervolg Uitgifte;"303";Vervolg Uitgifte;0;
"0902";"0";0;"";"1800";"000313";"";"";"";"";"";"";"";Semi-EU 3;Semi-Eerste Uitgifte 3;"313";Semi-Eerste Uitgifte 3;0;
"0902";"0";0;"";"1800";"000314";"";"";"";"";"";"";"";Semi-EU 4;Semi-Eerste Uitgifte 4;"314";Semi-Eerste Uitgifte 4;0;
"0902";"0";0;"";"1800";"000315";"";"";"";"";"";"";"";Semi-EU 5;Semi-Eerste Uitgifte 5;"315";Semi-Eerste Uitgifte 5;0;
"0902";"0";0;"";"1800";"000316";"";"";"";"";"";"";"";Semi-EU 6;Semi-Eerste Uitgifte 6;"316";Semi-Eerste Uitgifte 6;0;
"0902";"0";0;"";"1800";"000317";"";"";"";"";"";"";"";Semi-EU 7;Semi-Eerste Uitgifte 7;"317";Semi-Eerste Uitgifte 7;0;
"0902";"0";0;"";"1800";"000323";"";"";"";"";"";"";"";CombiDM+SemiEU3;Combi-signaal 3 (DM 3 + Semi-EU 3);"323";Combi-signaal DM3+SemiEU3;0;
"0902";"0";0;"";"1800";"000324";"";"";"";"";"";"";"";CombiDM+SemiEU4;Combi-signaal 4 (DM 4 + Semi-EU 4);"324";Combi-signaal DM4+SemiEU4;0;
"0902";"0";0;"";"1800";"000325";"";"";"";"";"";"";"";CombiDM+SemiEU5;Combi-signaal 5 (DM 5 + Semi-EU 5);"325";Combi-signaal DM5+SemiEU5;0;
"0902";"0";0;"";"1800";"000326";"";"";"";"";"";"";"";CombiDM+SemiEU6;Combi-signaal 6 (DM 6 + Semi-EU 6);"326";Combi-signaal DM6+SemiEU6;0;
"0902";"0";0;"";"1800";"000327";"";"";"";"";"";"";"";CombiDM+SemiEU7;Combi-signaal 7 (DM 7 + Semi-EU 7);"327";Combi-signaal DM7+SemiEU7;0;
"0902";"0";0;"";"1850";"000001";"";"";"";"";"";"";"";Handelsproduct;Handelsproduct;HPK;Handelsproduct;0;
"0902";"0";0;"";"1850";"000002";"";"";"";"";"";"";"";Prescriptieprod;Prescriptieproduct;PRK;Prescriptieproduct;0;
"0902";"0";0;"";"1850";"000003";"";"";"";"";"";"";"";Generiek prod;Generiek product;GPK;Generiek product;0;
"0902";"0";0;"";"2000";"000001";"";"";"";"";"";"";"";Creatinineklar.;Creatinineklaring (in ml/min);"";Creatinineklaring ml/min;0;
"0902";"0";0;"";"2000";"000002";"";"";"";"";"";"";"";Natrium(mmol/l);Natrium (mmol/l);"";Natrium (mmol/l);0;
"0902";"0";0;"";"2000";"000003";"";"";"";"";"";"";"";Kalium(mmol/l);Kalium (mmol/l);"";Kalium (mmol/l);0;
"0902";"0";0;"";"2000";"000004";"";"";"";"";"";"";"";INR;INR;"";INR;0;
"0902";"0";0;"";"2000";"000005";"";"";"";"";"";"";"";Blddr syst mmHg;Bloeddruk systolisch (mmHg);"";Bloeddr systolisch mmHg;0;
"0902";"0";0;"";"2000";"000006";"";"";"";"";"";"";"";Blddr dias mmHg;Bloeddruk diastolisch (mmHg);"";Bloeddr diastolisch mmHg;0;
"0902";"1";1;"";"2000";"000007";"";"";"";"";"";"";"";Hematocriet (%);Hematocriet (percentage);"";Hematocriet (percentage);0;
"0902";"0";0;"";"2000";"000008";"";"";"";"";"";"";"";Gewicht (kg);Gewicht (kg);"";Gewicht (kg);0;
"0902";"0";0;"";"2000";"000009";"";"";"";"";"";"";"";Lich.opp. (m2);Lichaamsoppervlakte (m2);"";Lichaamsoppervlakte (m2);0;
"0902";"0";0;"";"2000";"000010";"";"";"";"";"";"";"";Lengte (cm);Lengte (cm);"";Lengte (cm);0;
"0902";"0";0;"";"2000";"000011";"";"";"";"";"";"";"";Lithium(mmol/l);Lithium (mmol/l);"";Lithium (mmol/l);0;
"0902";"0";0;"";"2001";"000001";"";"";"";"";"";"";"";GIC;Geneesmiddel Informatie Centrum;"";GIC;0;
"0902";"1";1;"";"2003";"000000";"";"";"";"";"";"";"";NVT;NVT;NVT;NVT;0;
"0902";"1";1;"";"2003";"000001";"";"";"";"";"";"";"";ZI nummer;ZI nummer;ZINR;ZI nummer;0;
"0902";"1";1;"";"2003";"000002";"";"";"";"";"";"";"";HPK code;Handelsproduct code;HPK;Handelsproduct code;0;
"0902";"1";1;"";"2003";"000003";"";"";"";"";"";"";"";PRK code;Prescriptieproductcode;PRK;Prescriptieproductcode;0;
"0902";"1";1;"";"2003";"000004";"";"";"";"";"";"";"";GPK code;Generiek product code;GPK;Generiek product code;0;
"0902";"1";1;"";"2003";"000005";"";"";"";"";"";"";"";ATC;ATC;ATC;ATC;0;
"0902";"1";1;"";"2003";"000006";"";"";"";"";"";"";"";MFB Parameter;MFB Parameter;MFBP;MFB Parameter;0;
"0902";"0";0;"";"2005";"000001";"";J;"";"";"";"";"";nierfunctie;verminderde nierfunctie;"1";verminderde nierfunctie;0;
"0902";"0";0;"";"2005";"000002";"";J;"";"";"";"";"";maag;maagbescherming;"2";maagbescherming;0;
"0902";"1";1;"";"2005";"000003";"";J;"";"";"";"";"";INR;INR;"2";INR;0;
"0902";"1";1;"";"2005";"000004";"";J;"";"";"";"";"";kalium;kalium;"4";kalium;0;
"0902";"0";0;"";"2010";"000001";"";"";"";"";"";"";"";MB bij art sel;Med.bewaking bij artikelselectie;"";Med.bew. bij artikelsel.;0;
"0902";"0";0;"";"2010";"000002";"";"";"";"";"";"";"";MB bij dosering;Med.bewaking bij dosering;"";Med.bew. bij dosering;0;
"0902";"0";0;"";"2010";"000003";"";"";"";"";"";"";"";MB bij staken;Med.bewaking bij staken;"";Med.bew. bij staken;0;
"0902";"1";1;"";"2010";"000004";"";"";"";"";"";"";"";MB bij afsl.vs.;Med.bew. bij afsluiten voorschrijven;"";Med.bew. bij afsl. voors.;0;
"0902";"1";1;"";"2010";"000005";"";"";"";"";"";"";"";Info bij monito;Informatie bij monitoren;"";Informatie bij monitoren;0;
"0902";"0";0;"";"2010";"000006";"";"";"";"";"";"";"";Testprocesreden;Testprocesreden;"";Testprocesreden;0;
"0902";"0";0;"";"2010";"000007";"";"";"";"";"";"";"";na 3 dg;MFB doorlopen 3 dagen na aan/voorschrijven;"";MFB na 3 dg doorlopen;0;
"0902";"0";0;"";"2010";"000008";"";"";"";"";"";"";"";na 10 dg;MFB doorlopen 10 dagen na aan/voorschrijven;"";MFB na 10 dg doorlopen;0;
"0902";"0";0;"";"2010";"000009";"";"";"";"";"";"";"";na 30 dg;MFB doorlopen 30 dagen na aan/voorschrijven;"";MFB na 30 dg doorlopen;0;
"0902";"0";0;"";"2010";"000010";"";"";"";"";"";"";"";Search/review;Search/review;"";Search/review;0;
"0902";"0";0;"";"2010";"000011";"";"";"";"";"";"";"";na 7 dg;MFB doorlopen 7 dagen na aan/voorschrijven;"";MFB na 7 dg doorlopen;0;
"0902";"0";0;"";"2010";"000012";"";"";"";"";"";"";"";na 14 dg;MFB doorlopen 14 dagen na aan/voorschrijven;"";MFB na 14 dg doorlopen;0;
"0902";"0";0;"";"2011";"000001";"";J;"";"";"";"";"";ICPC 1;ICPC 1;"";ICPC 1;0;
"0902";"0";0;"";"2011";"000002";"";J;"";"";"";"";"";ICD 9;ICD 9;"";ICD 9;0;
"0902";"0";0;"";"2011";"000003";"";J;"";"";"";"";"";ICD 10;ICD 10;"";ICD 10;0;
"0902";"0";0;"";"2011";"000004";"";J;"";"";"";"";"";LOINC/Labcode;LOINC / Nederlandse Labcodeset;"";LOINC/Labcodeset;0;
"0902";"0";0;"";"2011";"000005";"";J;"";"";"";"";"";NHG diagn. bep;NHG tabel diagnostische bepalingen;"";NHG tbl diagnostische bep;0;
"0902";"0";0;"";"2011";"000006";"";J;"";"";"";"";"";SNOMED CT;SNOMED Clinical Terms;"";SNOMED Clinical Terms;0;
"0902";"0";0;"";"2011";"000007";"";J;"";"";"";"";"";DSM IV;DSM IV;"";DSM IV;0;
"0902";"0";0;"";"2011";"000008";"";J;"";"";"";"";"";ZRS-Actie (A32);ZRS-Actieregel (A32);"";ZRS-Actieregel (A32);0;
"0902";"0";0;"";"2011";"000009";"";J;"";"";"";"";"";TTEHNR bst360;code TTEHNR uit t-tabel bst 360;"";code TTEHNR bst360 t-tab.;0;
"0902";"0";0;"";"2011";"000010";"";J;"";"";"";"";"";Toed.weg thes.7;Toedieningsweg thes.7;"";Toedieningsweg thes.7;0;
"0902";"0";0;"";"3001";"000001";"";"";"";"";"";"";"";ZI-nummer;ZI-nummer;ZINR;ZI-nummer;0;
"0902";"0";0;"";"3001";"000002";"";"";"";"";"";"";"";prest.terhandst;prestatie terhandstelling NZa (bestand 950);TERH;prestatie terhandstelling;0;
"0902";"0";0;"";"3001";"000003";"";"";"";"";"";"";"";prest.niet-terh;prestatie niet-terhandstelling NZa (codelijst 058);NTER;prestatie niet-terhandst.;0;
"0902";"0";0;"";"3001";"000004";"";"";"";"";"";"";"";verrichtingnr.;verrichtingnummer (bestand 940);VERR;verrichtingnummer bst940;0;
"0902";"0";0;"";"3001";"000005";"";"";"";"";"";"";"";HPK code;HPK code;HPK;HPK code;0;
"0902";"0";0;"";"3001";"000006";"";"";"";"";"";"";"";Lokale code zvz;Lokale code zorgverzekeraar;LOKA;Lokale code zorgverzeker;0;
"0902";"0";0;"";"3001";"000007";"";"";"";"";"";"";"";CLIQ;CLIQ;CLIQ;CLIQ;0;
"0902";"0";0;"";"3001";"000008";"";"";"";"";"";"";"";GPH;GPH (Generieke productcode hulpmiddelen);GPH;GPH;0;
"0902";"0";0;"";"3002";"000001";"";"";"";"";"";"";"";AIP (inkooppr.);AIP (apotheekinkoopprijs);AIP;AIP (apotheekinkoopprijs);0;
"0902";"0";0;"";"3002";"000002";"";"";"";"";"";"";"";AVP (adviespr.);AVP (adviesverkoopprijs);AVP;AVP (adviesverkoopprijs);0;
"0902";"0";0;"";"3002";"000003";"";"";"";"";"";"";"";GVS-limiet;GVS-vergoedingslimiet;GVS;GVS-vergoedingslimiet;0;
"0902";"0";0;"";"3002";"000004";"";"";"";"";"";"";"";WGP-max.prijs;WGP-maximumprijs;WGP;WGP-maximumprijs;0;
"0902";"0";0;"";"3002";"000005";"";"";"";"";"";"";"";Vergoedingspr.;Vergoedingsprijs;VERG;Vergoedingsprijs;0;
"0902";"0";0;"";"3002";"000006";"";"";"";"";"";"";"";Tarief prestat.;Tarief voor prestatie/verrichting;PRES;Tarief prestatie/verricht;0;
"0902";"0";0;"";"3002";"000007";"";"";"";"";"";"";"";Contractpr. zvz;Contractprijs zorgverzekeraar;CONT;Contractprijs zorgverzek;0;
"0902";"0";0;"";"3003";"000001";"";"";"";"";"";"";"";NAWNR bst301;NAWNR (bestand 301);NAW;NAWNR (bestand 301);0;
"0902";"0";0;"";"3003";"000002";"";"";"";"";"";"";"";UZOVI-code;UZOVI-code verzekeraar;UZOV;UZOVI-code verzekeraar;0;
"0902";"0";0;"";"3003";"000003";"";"";"";"";"";"";"";Eigen apotheek;Eigen apotheek;APOT;Eigen apotheek;0;
"0902";"1";1;"";"3005";"000001";AP;"";"";"";"";"";"";AP;AP (declaratie standaard farmacie);AP;AP declaratie std farmac;0;
"0902";"1";1;"";"3005";"000002";LH;"";"";"";"";"";"";LH;LH (declaratie standaard hulpmiddelen);LH;LH declaratie std hulpm;0;
"0902";"1";1;"";"3011";"000001";"1";"";"";"";"";"";"";G-Standaard;G-Standaard;"";G-Standaard;0;
"0902";"1";1;"";"3011";"000051";"51";"";"";"";"";"";"";ZSPC;ZSPC;"";ZSPC;0;
"0902";"1";1;"";"3011";"000058";"58";"";"";"";"";"";"";Farm. zorg;Farmaceutische zorg;"";Farmaceutische zorg;0;
"0902";"1";1;"";"3011";"000059";"59";"";"";"";"";"";"";GTIN;GTIN;"";GTIN;0;
"0902";"1";1;"";"3011";"000060";"60";"";"";"";"";"";"";WMG-tariefcode;WMG-tariefcode (bestand 950);"";WMG-tariefcode (bst 950);0;
"0902";"1";1;"";"3012";"000001";"";"";"";"";"";"";"";ZI-nummer;ZI-nummer;"";ZI-nummer;0;
"0902";"1";1;"";"3012";"000002";"";"";"";"";"";"";"";PRK;PRK;"";PRK;0;
"0902";"1";1;"";"3012";"000003";"";"";"";"";"";"";"";ATC;ATC;"";ATC;0;
"0902";"1";1;"";"3012";"000004";"";"";"";"";"";"";"";RZV-voorwaarde;RZV-voorwaarde;"";RZV-voorwaarde;0;
"0902";"1";1;"";"3012";"000005";"";"";"";"";"";"";"";code hulpmiddel;code hulpmiddelenzorg;"";code hulpmiddelenzorg;0;
"0902";"1";1;"";"3012";"000006";"";"";"";"";"";"";"";Productgroep;Productgroep;"";Productgroep;0;
"0902";"1";1;"";"3012";"000900";"";"";"";"";"";"";"";GVS bijbetaling;alle GVS bijbetaling;"";alle GVS bijbetaling;0;
"0902";"1";1;"";"3012";"000999";"";"";"";"";"";"";"";nvt;niet van toepassing;"";niet van toepassing;0;
"0902";"1";1;"";"3013";"000001";"";"";"";"";"";"";"";volledige verg;volledige verg. (100%) zonder beperking in bedrag;"";volledige verg. (100%);0;
