"BSTNUM";"MUTKOD";"VERVALLEN";"BACKUPID";"ATCODE";"ATOMS";"ATOMSE";"ATKIND";"HGROEPCODE";"RZVClaim";"SourceCode"
"0801";"0";0;"";V03AB33;HYDROXOCOBALAMINE;HYDROXOCOBALAMIN;"";V03AB;0;
"0801";"0";0;"";V03AB34;FOMEPIZOL;FOMEPIZOLE;"";V03AB;0;
"0801";"0";0;"";V03AB35;SUGAMMADEX;SUGAMMADEX;"";V03AB;0;
"0801";"0";0;"";V03AB36;FENTOLAMINE;PHENTOLAMINE;"";V03AB;0;
"0801";"0";0;"";V03AB37;IDARUCIZUMAB;IDARUCIZUMAB;"";V03AB;0;
"0801";"0";0;"";V03AC;IJZERCHELERENDE MIDDELEN;IRON CHELATING AGENTS;"";V03A;0;
"0801";"0";0;"";V03AC01;DEFEROXAMINE;DEFEROXAMINE;"";V03AC;0;
"0801";"0";0;"";V03AC02;DEFERIPRON;DEFERIPRONE;"";V03AC;0;
"0801";"0";0;"";V03AC03;DEFERASIROX;DEFERASIROX;"";V03AC;0;
"0801";"0";0;"";V03AE;MIDDELEN BIJ HYPERKALIEMIE EN HYPERFOSFATEMIE;DRUGS FOR TREATMENT OF HYPERKALEMIA AND HYPERPHOSPHATEMIA;"";V03A;0;
"0801";"0";0;"";V03AE01;POLYSTYREENSULFONZUUR (NA-ZOUT, CA-ZOUT);POLYSTYRENE SULFONATE;"";V03AE;0;
"0801";"0";0;"";V03AE02;SEVELAMEER;SEVELAMER;"";V03AE;0;
"0801";"0";0;"";V03AE03;LANTHAANCARBONAAT;LANTHANUM CARBONATE;"";V03AE;0;
"0801";"0";0;"";V03AE04;CALCIUMACETAAT MET MAGNESIUMCARBONAAT;CALCIUM ACETATE AND MAGNESIUM CARBONATE;"";V03AE;0;
"0801";"0";0;"";V03AE05;FERRIOXYHYDROXIDE-SUCROSE-COMPLEX;SUCROFERRIC OXYHYDROXIDE;"";V03AE;0;
"0801";"0";0;"";V03AE06;COLESTILAN;COLESTILAN;"";V03AE;0;
"0801";"0";0;"";V03AE07;CALCIUMACETAAT;CALCIUM ACETATE;"";V03AE;0;
"0801";"0";0;"";V03AE08;FERRICITRAAT;FERRIC CITRATE;"";V03AE;0;
"0801";"0";0;"";V03AF;DETOXIFICANTIA BIJ BEHANDELING MET ONCOLYTICA;DETOXIFYING AGENTS FOR ANTINEOPLASTIC TREATMENT;"";V03A;0;
"0801";"0";0;"";V03AF01;MESNA;MESNA;"";V03AF;0;
"0801";"0";0;"";V03AF02;DEXRAZOXAAN;DEXRAZOXANE;"";V03AF;0;
"0801";"0";0;"";V03AF03;FOLINEZUUR (CA-ZOUT);CALCIUM FOLINATE;"";V03AF;0;
"0801";"0";0;"";V03AF04;LEVOFOLINEZUUR (CA-ZOUT);CALCIUM LEVOFOLINATE;"";V03AF;0;
"0801";"0";0;"";V03AF05;AMIFOSTINE;AMIFOSTINE;"";V03AF;0;
"0801";"0";0;"";V03AF06;FOLINEZUUR (NA-ZOUT);SODIUM FOLINATE;"";V03AF;0;
"0801";"0";0;"";V03AF07;RASBURICASE;RASBURICASE;"";V03AF;0;
"0801";"0";0;"";V03AF08;PALIFERMINE;PALIFERMIN;"";V03AF;0;
"0801";"0";0;"";V03AF09;GLUCARPIDASE;GLUCARPIDASE;"";V03AF;0;
"0801";"0";0;"";V03AF10;LEVOFOLINEZUUR (NA-ZOUT);SODIUM LEVOFOLINATE;"";V03AF;0;
"0801";"0";0;"";V03AG;MIDDELEN BIJ HYPERCALCIEMIE;DRUGS FOR TREATMENT OF HYPERCALCEMIA;"";V03A;0;
"0801";"0";0;"";V03AG01;CELLULOSEFOSFAAT;SODIUM CELLULOSE PHOSPHATE;"";V03AG;0;
"0801";"0";0;"";V03AH;MIDDELEN BIJ HYPOGLYKEMIE;DRUGS FOR TREATMENT OF HYPOGLYCEMIA;"";V03A;0;
"0801";"0";0;"";V03AH01;DIAZOXIDE;DIAZOXIDE;"";V03AH;0;
"0801";"0";0;"";V03AK;WEEFSELLIJMEN;TISSUE ADHESIVES;"";V03A;0;
"0801";"0";0;"";V03AM;MIDDELEN VOOR EMBOLISATIE;DRUGS FOR EMBOLISATION;"";V03A;0;
"0801";"0";0;"";V03AN;MEDICINALE GASSEN;MEDICAL GASES;"";V03A;0;
"0801";"0";0;"";V03AN01;ZUURSTOF;OXYGEN;"";V03AN;0;
"0801";"0";0;"";V03AN02;KOOLZUURGAS;CARBON DIOXIDE;"";V03AN;0;
"0801";"0";0;"";V03AN03;HELIUM;HELIUM;"";V03AN;0;
"0801";"0";0;"";V03AN04;STIKSTOF;NITROGEN;"";V03AN;0;
"0801";"0";0;"";V03AN05;MEDICINALE LUCHT;MEDICAL AIR;"";V03AN;0;
"0801";"0";0;"";V03AX;OVERIGE THERAPEUTISCHE MIDDELEN;OTHER THERAPEUTIC PRODUCTS;"";V03A;0;
"0801";"0";0;"";V03AX02;NALFURAFINE;NALFURAFINE;"";V03AX;0;
"0801";"0";0;"";V03AX03;COBICISTAT;COBICISTAT;"";V03AX;0;
"0801";"0";0;"";V03AZ;NEURODEPRESSIEVE MIDDELEN;NERVE DEPRESSANTS;"";V03A;0;
"0801";"0";0;"";V03AZ01;ETHANOL;ETHANOL;"";V03AZ;0;
"0801";"0";0;"";V04;DIAGNOSTICA;DIAGNOSTIC AGENTS;"";V;0;
"0801";"0";0;"";V04B;DIAGNOSTICA VOOR URINETESTEN;URINE TESTS;"";V04;0;
"0801";"0";0;"";V04C;OVERIGE DIAGNOSTISCHE MIDDELEN;OTHER DIAGNOSTIC AGENTS;"";V04;0;
"0801";"0";0;"";V04CA;DIAGNOSTICA VOOR DIABETES MELLITUS;TESTS FOR DIABETES;"";V04C;0;
"0801";"0";0;"";V04CA01;TOLBUTAMIDE;TOLBUTAMIDE;"";V04CA;0;
"0801";"0";0;"";V04CA02;GLUCOSE;GLUCOSE;"";V04CA;0;
"0801";"0";0;"";V04CB;DIAGNOSTICA VOOR VETABSORPTIE;TESTS FOR FAT ABSORPTION;"";V04C;0;
"0801";"0";0;"";V04CB01;VITAMINE A-CONCENTRAAT;VITAMIN A CONCENTRATES;"";V04CB;0;
"0801";"0";0;"";V04CC;DIAGNOSTICA VOOR GALBLAASFUNCTIE;TESTS FOR BILE DUCT PATENCY;"";V04C;0;
"0801";"0";0;"";V04CC01;SORBITOL;SORBITOL;"";V04CC;0;
"0801";"0";0;"";V04CC02;MAGNESIUMSULFAAT;MAGNESIUM SULFATE;"";V04CC;0;
"0801";"0";0;"";V04CC03;SINCALIDE;SINCALIDE;"";V04CC;0;
"0801";"0";0;"";V04CC04;CERULETIDE;CERULETIDE;"";V04CC;0;
"0801";"0";0;"";V04CD;DIAGNOSTICA VOOR HYPOFYSEFUNCTIE;TESTS FOR PITUITARY FUNCTION;"";V04C;0;
"0801";"0";0;"";V04CD01;METYRAPON;METYRAPONE;"";V04CD;0;
"0801";"0";0;"";V04CD03;SERMORELINE;SERMORELIN;"";V04CD;0;
"0801";"0";0;"";V04CD04;CORTICORELINE;CORTICORELIN;"";V04CD;0;
"0801";"0";0;"";V04CD05;SOMATORELINE;SOMATORELIN;"";V04CD;0;
"0801";"0";0;"";V04CD06;MACIMORELINE;MACIMORELIN;"";V04CD;0;
"0801";"0";0;"";V04CE;DIAGNOSTICA VOOR LEVERFUNCTIE;TESTS FOR LIVER FUNCTIONAL CAPACITY;"";V04C;0;
"0801";"0";0;"";V04CE01;GALACTOSE;GALACTOSE;"";V04CE;0;
"0801";"0";0;"";V04CE02;SULFOBROOMFTALEINE;SULFOBROMOPHTHALEIN;"";V04CE;0;
"0801";"0";0;"";V04CF;DIAGNOSTICA VOOR TUBERCULOSE;TUBERCULOSIS DIAGNOSTICS;"";V04C;0;
"0801";"0";0;"";V04CF01;TUBERCULINE;TUBERCULIN;"";V04CF;0;
"0801";"0";0;"";V04CG;DIAGNOSTICA VOOR MAAGZUURSECRETIE;TESTS FOR GASTRIC SECRETION;"";V04C;0;
"0801";"0";0;"";V04CG01;KATIONUITWISSELAAR;CATION EXCHANGE RESINS;"";V04CG;0;
"0801";"0";0;"";V04CG02;BETAZOL;BETAZOLE;"";V04CG;0;
"0801";"0";0;"";V04CG03;HISTAMINE;HISTAMINE PHOSPHATE;"";V04CG;0;
"0801";"0";0;"";V04CG04;PENTAGASTRINE;PENTAGASTRIN;"";V04CG;0;
"0801";"0";0;"";V04CG05;METHYLTHIONINE;METHYLTHIONINIUM CHLORIDE;"";V04CG;0;
"0801";"0";0;"";V04CG30;COFFEINE MET NATRIUMBENZOAAT;CAFFEINE AND SODIUM BENZOATE;"";V04CG;0;
"0801";"0";0;"";V04CH;DIAGNOSTICA VOOR NIERFUNCTIE EN URETERALE AANDOENINGEN;TESTS FOR RENAL FUNCTION AND URETERAL INJURIES;"";V04C;0;
"0801";"0";0;"";V04CH01;INULINE EN OVERIGE POLYFRUCTOSANEN;INULIN AND OTHER POLYFRUCTOSANS;"";V04CH;0;
"0801";"0";0;"";V04CH02;INDIGOKARMIJN;INDIGO CARMINE;"";V04CH;0;
"0801";"0";0;"";V04CH03;FENOLSULFONFTALEINE;PHENOLSULFONPHTHALEIN;"";V04CH;0;
"0801";"0";0;"";V04CH04;ALSACTIDE;ALSACTIDE;"";V04CH;0;
"0801";"0";0;"";V04CH30;AMINOHIPPUURZUUR;AMINOHIPPURIC ACID;"";V04CH;0;
"0801";"0";0;"";V04CJ;DIAGNOSTICA VOOR SCHILDKLIERFUNCTIE;TESTS FOR THYREOIDEA FUNCTION;"";V04C;0;
"0801";"0";0;"";V04CJ01;THYROTROFINE;THYROTROPIN;"";V04CJ;0;
"0801";"0";0;"";V04CJ02;PROTIRELINE;PROTIRELIN;"";V04CJ;0;
"0801";"0";0;"";V04CK;DIAGNOSTICA VOOR PANCREASFUNCTIE;TESTS FOR PANCREATIC FUNCTION;"";V04C;0;
"0801";"0";0;"";V04CK01;SECRETINE;SECRETIN;"";V04CK;0;
"0801";"0";0;"";V04CK02;PANCREOZYMINE;PANCREOZYMIN (CHOLECYSTOKININ);"";V04CK;0;
"0801";"0";0;"";V04CK03;BENTIROMIDE;BENTIROMIDE;"";V04CK;0;
"0801";"0";0;"";V04CL;DIAGNOSTICA VOOR ALLERGISCHE REACTIES;TESTS FOR ALLERGIC DISEASES;"";V04C;0;
"0801";"0";0;"";V04CM;DIAGNOSTICA VOOR VRUCHTBAARHEIDSSTOORNISSEN;TESTS FOR FERTILITY DISTURBANCES;"";V04C;0;
"0801";"0";0;"";V04CM01;GONADORELINE;GONADORELIN;"";V04CM;0;
"0801";"0";0;"";V04CX;OVERIGE DIAGNOSTICA;OTHER DIAGNOSTIC AGENTS;"";V04C;0;
"0801";"0";0;"";V06;ALGEMENE VOEDINGSSTOFFEN;GENERAL NUTRIENTS;"";V;0;
"0801";"0";0;"";V06A;DIEETMIDDELEN VOOR DE BEHANDELING VAN OBESITAS;DIET FORMULATIONS FOR TREATMENT OF OBESITY;"";V06;0;
"0801";"0";0;"";V06AA;ENERGIE-ARME VOEDING;LOW-ENERGY DIETS;"";V06A;0;
"0801";"0";0;"";V06B;EIWITSUPPLEMENTEN;PROTEIN SUPPLEMENTS;"";V06;0;
"0801";"0";0;"";V06C;ZUIGELINGENVOEDING;INFANT FORMULAS;"";V06;0;
"0801";"0";0;"";V06CA;VOEDINGSSTOFFEN ZONDER FENYLALANINE;NUTRIENTS WITHOUT PHENYLALANINE;"";V06C;0;
"0801";"0";0;"";V06D;OVERIGE VOEDINGSSTOFFEN;OTHER NUTRIENTS;"";V06;0;
"0801";"0";0;"";V06DA;KOOLHYDRATEN MET EIWITTEN, MINERALEN EN VITAMINEN;CARBOHYDRATES/PROTEINS/MINERALS/VITAMINS, COMBINATIONS;"";V06D;0;
"0801";"0";0;"";V06DB;VET MET KOOLHYDRATEN, EIWITTEN, MINERALEN EN VITAMINEN;FAT/CARBOHYDRATES/PROTEINS/MINERALS/VITAMINS, COMBINATIONS;"";V06D;0;
"0801";"0";0;"";V06DC;KOOLHYDRATEN;CARBOHYDRATES;"";V06D;0;
"0801";"0";0;"";V06DC01;GLUCOSE;GLUCOSE;"";V06DC;0;
"0801";"0";0;"";V06DC02;FRUCTOSE;FRUCTOSE;"";V06DC;0;
"0801";"0";0;"";V06DD;AMINOZUREN, INCL COMBINATIEPREPARATEN MET POLYPEPTIDEN;AMINO ACIDS, INCL. COMBINATIONS WITH POLYPEPTIDES;"";V06D;0;
"0801";"0";0;"";V06DE;AMINOZUREN MET KOOLHYDRATEN, MINERALEN EN VITAMINEN;AMINO ACIDS/CARBOHYDRATES/MINERALS/VITAMINS, COMBINATIONS;"";V06D;0;
"0801";"0";0;"";V06DF;MELKVERVANGENDE MIDDELEN;MILK SUBSTITUTES;"";V06D;0;
"0801";"0";0;"";V06DX;OVERIGE VOEDINGSSTOFFEN COMBINATIES;OTHER COMBINATIONS OF NUTRIENTS;"";V06D;0;
"0801";"0";0;"";V07;OVERIGE NIET-THERAPEUTISCHE MIDDELEN;ALL OTHER NON-THERAPEUTIC PRODUCTS;"";V;0;
"0801";"0";0;"";V07A;OVERIGE NIET-THERAPEUTISCHE MIDDELEN;ALL OTHER NON-THERAPEUTIC PRODUCTS;"";V07;0;
"0801";"0";0;"";V07AA;PLEISTERS;PLASTERS;"";V07A;0;
"0801";"0";0;"";V07AB;OPLOS- EN VERDUNNINGSMIDDELEN, INCL IRRIGATIEVLOEISTOFFEN;SOLVENTS AND DILUTING AGENTS, INCL. IRRIGATING SOLUTIONS;"";V07A;0;
"0801";"0";0;"";V07AC;HULPSTOFFEN BIJ BLOEDTRANSFUSIE;BLOOD TRANSFUSION, AUXILIARY PRODUCTS;"";V07A;0;
"0801";"0";0;"";V07AD;HULPSTOFFEN BIJ BLOEDPROEVEN;BLOOD TESTS, AUXILIARY PRODUCTS;"";V07A;0;
"0801";"0";0;"";V07AN;INCONTINENTIEMATERIAAL;INCONTINENCE EQUIPMENT;"";V07A;0;
"0801";"0";0;"";V07AR;GEVOELIGHEIDSTESTEN;SENSITIVITY TESTS, DISCS AND TABLETS;"";V07A;0;
"0801";"0";0;"";V07AS;STOMA-ARTIKELEN;STOMI EQUIPMENT;"";V07A;0;
"0801";"0";0;"";V07AT;COSMETICA;COSMETICS;"";V07A;0;
"0801";"0";0;"";V07AV;TECHNISCHE DESINFECTANTIA;TECHNICAL DISINFECTANTS;"";V07A;0;
"0801";"0";0;"";V07AX;WASMIDDELEN ETC.;WASHING AGENTS ETC.;"";V07A;0;
"0801";"0";0;"";V09GX05;AMMONIA N 13;AMMONIA (13N);"";V09GX;0;
"0801";"0";0;"";V09IX14;GALLIUM GA 68 GOZETOTIDE;GALLIUM (68GA) GOZETOTIDE;"";V09IX;0;
"0801";"0";0;"";V07AY;OVERIGE NIET-THERAPEUTISCHE HULPSTOFFEN;OTHER NON-THERAPEUTIC AUXILIARY PRODUCTS;"";V07A;0;
"0801";"0";0;"";V07AZ;CHEMICALIEN EN REAGENTIA;CHEMICALS AND REAGENTS FOR ANALYSIS;"";V07A;0;
"0801";"0";0;"";V08;CONTRASTMIDDELEN;CONTRAST MEDIA;"";V;0;
"0801";"0";0;"";V08A;RONTGENCONTRASTMIDDELEN, GEJODEERD;X-RAY CONTRAST MEDIA, IODINATED;"";V08;0;
"0801";"0";0;"";V08AA;WATEROPLOSBARE, NEFOTROPE, HOOG-OSMOLAIRE CONTRASTMIDDELEN;WATERSOLUBLE, NEPHROTROPIC, HIGH OSMOLAR X-RAY CONTRAST MEDIA;"";V08A;0;
"0801";"0";0;"";V08AA01;AMIDOTRIZOINEZUUR;DIATRIZOIC ACID;"";V08AA;0;
"0801";"0";0;"";V08AA02;METRIZOINEZUUR;METRIZOIC ACID;"";V08AA;0;
"0801";"0";0;"";V08AA03;JODAMIDE;IODAMIDE;"";V08AA;0;
"0801";"0";0;"";V08AA04;JOTALAMINEZUUR;IOTALAMIC ACID;"";V08AA;0;
"0801";"0";0;"";V08AA05;JOXITALAMINEZUUR;IOXITALAMIC ACID;"";V08AA;0;
"0801";"0";0;"";V08AA06;JOGLICINEZUUR;IOGLICIC ACID;"";V08AA;0;
"0801";"0";0;"";V08AA07;ACETRIZOINEZUUR;ACETRIZOIC ACID;"";V08AA;0;
"0801";"0";0;"";V08AA08;JOCARMINEZUUR;IOCARMIC ACID;"";V08AA;0;
"0801";"0";0;"";V08AA09;METHIODAL;METHIODAL;"";V08AA;0;
"0801";"0";0;"";V08AA10;DIODON;DIODONE;"";V08AA;0;
"0801";"0";0;"";V08AB;WATEROPLOSBARE, NEFOTROPE, LAAG-OSMOLAIRE CONTRASTMIDDELEN;WATERSOLUBLE, NEPHROTROPIC, LOW OSMOLAR X-RAY CONTRAST MEDIA;"";V08A;0;
"0801";"0";0;"";V08AB01;METRIZAMIDE;METRIZAMIDE;"";V08AB;0;
"0801";"0";0;"";V08AB02;JOHEXOL;IOHEXOL;"";V08AB;0;
"0801";"0";0;"";V08AB03;JOXAGLINEZUUR;IOXAGLIC ACID;"";V08AB;0;
"0801";"0";0;"";V08AB04;JOPAMIDOL;IOPAMIDOL;"";V08AB;0;
"0801";"0";0;"";V08AB05;JOPROMIDE;IOPROMIDE;"";V08AB;0;
"0801";"0";0;"";V08AB06;JOTROLAN;IOTROLAN;"";V08AB;0;
"0801";"0";0;"";V08AB07;JOVERSOL;IOVERSOL;"";V08AB;0;
"0801";"0";0;"";V08AB08;JOPENTOL;IOPENTOL;"";V08AB;0;
"0801";"0";0;"";V08AB09;JODIXANOL;IODIXANOL;"";V08AB;0;
"0801";"0";0;"";V08AB10;JOMEPROL;IOMEPROL;"";V08AB;0;
"0801";"0";0;"";V08AB11;JOBITRIDOL;IOBITRIDOL;"";V08AB;0;
"0801";"0";0;"";V08AB12;JOXILAN;IOXILAN;"";V08AB;0;
"0801";"0";0;"";V08AC;WATEROPLOSBARE, HEPATROPE RONTGENCONTRASTMIDDELEN;WATERSOLUBLE, HEPATOTROPIC X-RAY CONTRAST MEDIA;"";V08A;0;
"0801";"0";0;"";V08AC01;JODOXAMINEZUUR;IODOXAMIC ACID;"";V08AC;0;
"0801";"0";0;"";V08AC02;JOTROXINEZUUR;IOTROXIC ACID;"";V08AC;0;
"0801";"0";0;"";V08AC03;JOGLYCAMINEZUUR;IOGLYCAMIC ACID;"";V08AC;0;
"0801";"0";0;"";V08AC04;ADIPIODON;ADIPIODONE;"";V08AC;0;
"0801";"0";0;"";V08AC05;JOBENZAMINEZUUR;IOBENZAMIC ACID;"";V08AC;0;
"0801";"0";0;"";V08AC06;JOPAANZUUR;IOPANOIC ACID;"";V08AC;0;
"0801";"0";0;"";V08AC07;JOCETAMINEZUUR;IOCETAMIC ACID;"";V08AC;0;
"0801";"0";0;"";V08AC08;JOPODINEZUUR (NA-ZOUT);SODIUM IOPODATE;"";V08AC;0;
"0801";"0";0;"";V08AC09;TYROPANOINEZUUR;TYROPANOIC ACID;"";V08AC;0;
"0801";"0";0;"";V08AC10;JOPODINEZUUR (CA-ZOUT);CALCIUM IOPODATE;"";V08AC;0;
"0801";"0";0;"";V08AD;NIET-WATEROPLOSBARE RONTGENCONTRASTMIDDELEN;NON-WATERSOLUBLE X-RAY CONTRAST MEDIA;"";V08A;0;
"0801";"0";0;"";V08AD01;VETZUURETHYLESTERS, GEJODEERD;ETHYL ESTERS OF IODISED FATTY ACIDS;"";V08AD;0;
"0801";"0";0;"";V08AD02;JOPYDOL;IOPYDOL;"";V08AD;0;
"0801";"0";0;"";V08AD03;PROPYLIODON;PROPYLIODONE;"";V08AD;0;
"0801";"0";0;"";V08AD04;JOFENDYLAAT;IOFENDYLATE;"";V08AD;0;
"0801";"0";0;"";V08B;RONTGENCONTRASTMIDDELEN, NIET-GEJODEERD;X-RAY CONTRAST MEDIA, NON-IODINATED;"";V08;0;
"0801";"0";0;"";V08BA;RONTGENCONTRASTMIDDELEN MET BARIUMSULFAAT;BARIUM SULFATE CONTAINING X-RAY CONTRAST MEDIA;"";V08B;0;
"0801";"0";0;"";V08BA01;BARIUMSULFAAT MET SUSPENDEERMIDDELEN;BARIUM SULFATE WITH SUSPENDING AGENTS;"";V08BA;0;
"0801";"0";0;"";V08BA02;BARIUMSULFAAT ZONDER SUSPENDEERMIDDELEN;BARIUM SULFATE WITHOUT SUSPENDING AGENTS;"";V08BA;0;
"0801";"0";0;"";V08C;CONTRASTMIDDELEN VOOR KERNSPINTOMOGRAFIE;MAGNETIC RESONANCE IMAGING CONTRAST MEDIA;"";V08;0;
"0801";"0";0;"";V08CA;PARAMAGNETISCHE CONTRASTMIDDELEN;PARAMAGNETIC CONTRAST MEDIA;"";V08C;0;
"0801";"0";0;"";V08CA01;GADOPENTETINEZUUR;GADOPENTETIC ACID;"";V08CA;0;
"0801";"0";0;"";V08CA02;GADOTEERZUUR;GADOTERIC ACID;"";V08CA;0;
"0801";"0";0;"";V08CA03;GADODIAMIDE;GADODIAMIDE;"";V08CA;0;
"0801";"0";0;"";V08CA04;GADOTERIDOL;GADOTERIDOL;"";V08CA;0;
"0801";"0";0;"";V08CA05;MANGAFODIPIR;MANGAFODIPIR;"";V08CA;0;
"0801";"0";0;"";V08CA06;GADOVERSETAMIDE;GADOVERSETAMIDE;"";V08CA;0;
"0801";"0";0;"";V08CA07;FERRIAMMONIUMCITRAAT;FERRIC AMMONIUM CITRATE;"";V08CA;0;
"0801";"0";0;"";V08CA08;GADOBEENZUUR;GADOBENIC ACID;"";V08CA;0;
"0801";"0";0;"";V08CA09;GADOBUTROL;GADOBUTROL;"";V08CA;0;
"0801";"0";0;"";V08CA10;GADOXETINEZUUR;GADOXETIC ACID;"";V08CA;0;
"0801";"0";0;"";V08CA11;GADOFOSVESET;GADOFOSVESET;"";V08CA;0;
"0801";"0";0;"";V08CB;SUPERPARAMAGNETISCHE CONTRASTMIDDELEN;SUPERPARAMAGNETIC CONTRAST MEDIA;"";V08C;0;
"0801";"0";0;"";V08CB01;FERUMOXSIL;FERUMOXSIL;"";V08CB;0;
"0801";"0";0;"";V08CB02;FERRISTEEN;FERRISTENE;"";V08CB;0;
"0801";"0";0;"";V08CB03;IJZEROXIDE, NANODEELTJES;IRON OXIDE, NANOPARTICLES;"";V08CB;0;
"0801";"0";0;"";V08CX;OVERIGE CONTRASTMIDDELEN VOOR KERNSPINTOMOGRAFIE;OTHER MAGNETIC RESONANCE IMAGING CONTRAST MEDIA;"";V08C;0;
"0801";"0";0;"";V08CX01;PERFLUBRON;PERFLUBRON;"";V08CX;0;
"0801";"0";0;"";V08D;CONTRASTMIDDELEN VOOR ONDERZOEK MET ULTRAGELUID;ULTRASOUND CONTRAST MEDIA;"";V08;0;
"0801";"0";0;"";V08DA;CONTRASTMIDDELEN VOOR ONDERZOEK MET ULTRAGELUID;ULTRASOUND CONTRAST MEDIA;"";V08D;0;
"0801";"0";0;"";V08DA01;PERFLUTREN IN HUMANE ALBUMINEMICROSFEREN;PERFLUTREN, HUMAN ALBUMIN MICROSPHERES;"";V08DA;0;
"0801";"0";0;"";V08DA02;GALACTOSE, MICRODEELTJES;MICROPARTICLES OF GALACTOSE;"";V08DA;0;
"0801";"0";0;"";V08DA03;PERFLENAPENT;PERFLENAPENT;"";V08DA;0;
"0801";"0";0;"";V08DA04;PERFLUTREN IN FOSFOLIPIDEMICROSFEREN;PERFLUTREN, PHOSPHOLIPID MICROSPHERES;"";V08DA;0;
"0801";"0";0;"";V08DA05;ZWAVELHEXAFLUORIDE IN FOSFOLIPIDEMICROSFEREN;SULFUR HEXAFLUORIDE, PHOSPHOLIPID MICROSPHERES;"";V08DA;0;
"0801";"0";0;"";V08DA06;PERFLUBUTAAN IN FOSFOLIPIDEMICROSFEREN;PERFLUBUTANE, PHOSPHOLIPID MICROSPHERES;"";V08DA;0;
"0801";"0";0;"";V09;RADIOFARMACA VOOR DIAGNOSTIEK;DIAGNOSTIC RADIOPHARMACEUTICALS;"";V;0;
"0801";"0";0;"";V09A;CENTRAAL ZENUWSTELSEL;CENTRAL NERVOUS SYSTEM;"";V09;0;
"0801";"0";0;"";V09AA;TECHNETIUM TC 99M VERBINDINGEN;TECHNETIUM (99MTC) COMPOUNDS;"";V09A;0;
"0801";"0";0;"";V09AA01;TECHNETIUM TC 99M EXAMETAZIM;TECHNETIUM (99MTC) EXAMETAZIME;"";V09AA;0;
"0801";"0";0;"";V09AA02;TECHNETIUM TC 99M BICISAAT;TECHNETIUM (99MTC) BICISATE;"";V09AA;0;
"0801";"0";0;"";V09AB;JODIUM I 123 VERBINDINGEN;IODINE (123I) COMPOUNDS;"";V09A;0;
"0801";"0";0;"";V09AB01;JOFETAMINE I 123;IODINE IOFETAMINE (123I);"";V09AB;0;
"0801";"0";0;"";V09AB02;JOLOPRIDE I 123;IODINE IOLOPRIDE (123I);"";V09AB;0;
"0801";"0";0;"";V09AB03;JOFLUPAAN I 123;IODINE IOFLUPANE (123I);"";V09AB;0;
"0801";"0";0;"";V09AX;OVERIGE RADIOFARMACA VOOR DIAGNOSTIEK VAN CZS;OTHER CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS;"";V09A;0;
"0801";"0";0;"";V09AX01;INDIUM IN 111 PENTETAAT;INDIUM (111IN) PENTETIC ACID;"";V09AX;0;
"0801";"0";0;"";V09AX03;JODIUM I 124 CARBOMETHOXY-4-JOODFENYLTROPAAN;IODINE (124I) 2BETA-CARBOMETHOXY-3BETA-(4 IODOPHENYL)-TROPANE;"";V09AX;0;
"0801";"0";0;"";V09AX04;FLUTEMETAMOL F 18;FLUTEMETAMOL (18F);"";V09AX;0;
"0801";"0";0;"";V09AX05;FLORBETAPIR F 18;FLORBETAPIR (18F);"";V09AX;0;
"0801";"0";0;"";V09AX06;FLORBETABEN F 18;FLORBETABEN (18F);"";V09AX;0;
"0801";"0";0;"";V09B;SKELET;SKELETON;"";V09;0;
"0801";"0";0;"";V09BA;TECHNETIUM TC 99M VERBINDINGEN;TECHNETIUM (99MTC) COMPOUNDS;"";V09B;0;
"0801";"0";0;"";V09BA01;TECHNETIUM TC 99M OXIDRONAAT;TECHNETIUM (99MTC) OXIDRONIC ACID;"";V09BA;0;
"0801";"0";0;"";V09BA02;TECHNETIUM TC 99M MEDRONAAT;TECHNETIUM (99MTC) MEDRONIC ACID;"";V09BA;0;
"0801";"0";0;"";V09BA03;TECHNETIUM TC 99M PYROFOSFAAT;TECHNETIUM (99MTC) PYROPHOSPHATE;"";V09BA;0;
"0801";"0";0;"";V09BA04;TECHNETIUM TC 99M BUTEDRONAAT;TECHNETIUM (99MTC) BUTEDRONIC ACID;"";V09BA;0;
"0801";"0";0;"";V09C;NIEREN;RENAL SYSTEM;"";V09;0;
"0801";"0";0;"";V09CA;TECHNETIUM TC 99M VERBINDINGEN;TECHNETIUM (99MTC) COMPOUNDS;"";V09C;0;
"0801";"0";0;"";V09CA01;TECHNETIUM TC 99M PENTETAAT;TECHNETIUM (99MTC) PENTETIC ACID;"";V09CA;0;
"0801";"0";0;"";V09CA02;TECHNETIUM TC 99M SUCCIMER;TECHNETIUM (99MTC) SUCCIMER;"";V09CA;0;
"0801";"0";0;"";V09CA03;TECHNETIUM TC 99M MERTIATIDE;TECHNETIUM (99MTC) MERTIATIDE;"";V09CA;0;
"0801";"0";0;"";V09CA04;TECHNETIUM TC 99M GLUCEPTAAT;TECHNETIUM (99MTC) GLUCEPTATE;"";V09CA;0;
"0801";"0";0;"";V09CA05;TECHNETIUM TC 99M GLUCONAAT;TECHNETIUM (99MTC) GLUCONATE;"";V09CA;0;
"0801";"0";0;"";V09CA06;TECHNETIUM TC 99M ETHYLEENDICYSTEINE;TECHNETIUM (99MTC) ETHYLENEDICYSTEINE;"";V09CA;0;
