Excipient;Excipient (English);Chemical class;Functional category;Administration route;If po: bioavailability;Conclusion Ketoproof;Reviewer;Review date
GLYCERYLDIOCTANOAAT;Dioctanoylglycerol;Fatty acid (ester with glycerin);Emulsifier;;;No;Manon den Uil;27/03/2024
GLYCERYLMONOLINOLEAAT;GLYCERYL MONOLINOLEATE;Fatty acid (ester with glycerin);Emulsifier;;;No;Manon den Uil;27/03/2024
GLYCERYLMONO-OCTANOAAT;GLYCERYL MONO-OCTANOATE;Fatty acid (ester with glycerin);Emulsifier;;;No;Manon den Uil;27/03/2024
GLYCERYLTRIADIPAAT;GLYCERYL TRIADIPATE;Fatty acid (ester with glycerin);Emulsifier;;;Yes;Manon den Uil;27/03/2024
GLYCERYLTRICAPRAAT;GLYCERYL TRICAPRATE;Fatty acid (ester with glycerin);Emulsifier;;;Yes;Manon den Uil;27/03/2024
GLYCERYLTRIISOSTEARAAT;Glyceryl tristearate;Fatty acid (ester with glycerin);Emulsifier;;;Yes;Manon den Uil;27/03/2024
GOM, GELLAN;GUM, GELLANIC;;;;;;;
GRENADINE-ESSENCE;GRENADINE ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
GRINDELIA TINCTUUR;GRINDELIA TINCTURE;Unknown or variable compositions;Flavouring agent;;;Yes;Manon den Uil;05/04/2024
HAZELNOOTESSENCE;HAZELNUT ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
HELIANTHUS OLIE;HELIANTHUS OIL;Oil;;;;Yes;Manon den Uil;05/04/2024
HONING;HONEY;Suiker;;;;No;Laura N;30/11/2023
HONINGESSENCE;Honey ESSENCE;;Smaakstof;;;Yes;Laura N;30/11/2023
HYDROXYMETHYLCELLULOSEFTALAAT;HYDROXYMETHYLCELLULOSE PHTHALATE;;;;;Yes;Laura N;30/11/2023
HYMETELLOSE;Hydroxyethyl Methyl Cellulose ;;;;;;;
HYPROMELLOSEACETAATSUCCINAAT;HYPROMELLOSE ACETATE SUCCINATE;;;;;;;
IJZER (ZOUT ONBEKEND);IRON (SALT UNKNOWN);Salt;;;;Yes;Manon den Uil;05/04/2024
INTRINSIC FACTOR;INTRINSIC FACTOR;;;;;;;
INULINE;INULIN;;;;;;;
ISOBUTAAN;ISOBUTANE;;;;;;;
ISOBUTYLPARAHYDROXYBENZOAAT;ISOBUTYL PARAHYDROXYBENZOATE / Isobutylparaben;;;;;;;
JODIUM;IODINE;;;;;;;
KALIUM (ZOUT ONBEKEND);POTASSIUM (SALT UNKNOWN);;;;;;;
KALIUMACETAAT;Potassium acetate;Salt, organic acid;;;;No;Manon den Uil ;29/03/2024
KAMFER;CAMPHOR (API);;Fragrance agent;;;Yes;Manon den Uil;05/04/2024
KAMILLE TINCTUUR;CHAMOMILE TINCTURE;Unknown or variable compositions;Flavouring agent;;;Yes;Manon den Uil;05/04/2024
KANEEL OLIE;CINNAMON OIL;Oil;Flavouring agent;;;Yes;Manon den Uil;05/04/2024
KANEELESSENCE;CINNAMON ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
KAOLIEN;Kaolinite;;;;;;;
KARWIJZAAD OLIE;CARAWAY SEED OIL;Oil;;;;Yes;Manon den Uil;05/04/2024
KATOENOLIE;COTTONSEED OIL;Oil;Oleaginous vehicle, solvent;;;Yes;Manon den Uil;05/04/2024
KAUWGOMESSENCE;GUM ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
KIEZELZUUR;SILICIC ACID;;;;;;;
KOKOSESSENCE;COCONUT ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
KOKOSOLIE;COCONUT OIL;Oil;Emollient, ointment base;;;Yes;Manon den Uil;05/04/2024
KOOL, GEACTIVEERD;CARBON, ACTIVATED;API;;;;Yes;Manon den Uil;05/04/2024
KOPER;COPPER;;;;;;;
KRUIDNAGEL OLIE;CLOVE OIL;Oil;Flavouring agent;;;Yes;Manon den Uil;05/04/2024
KRUIZEMUNT;CROSSEMUNT;Unknown or variable compositions;Flavouring agent;;;Yes;Manon den Uil;05/04/2024
KRUIZEMUNTESSENCE;SPEARMINT ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
LYS006;LYS006;API;;;;Yes;Manon den Uil;05/04/2024
MACROGOL   150;MACROGOL 150;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal;;Yes;Manon den Uil ;05/04/2024
MACROGOL   200;MACROGOL 200;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal;;Yes;Manon den Uil ;05/04/2024
MACROGOL   800;MACROGOL 800;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal ;<10%;Yes;Manon den Uil;20/03/2024
MACROGOL   900;MACROGOL 900;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal ;<10%;Yes;Manon den Uil;20/03/2024
MACROGOL  1000;MACROGOL 1000;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal, transdermaal, rectaal, inhalatie;<10%;Yes;Manon den Uil;20/03/2024
MACROGOL  1450;MACROGOL 1450;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal, urethraal;<10%;Yes;Manon den Uil;20/03/2024
MACROGOL  3000;MACROGOL 3000;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal;<10%;Yes;Manon den Uil;20/03/2024
MACROGOL 10000;MACROGOL 10000;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal;<10%;Yes;Manon den Uil;20/03/2024
MACROGOL 20000;MACROGOL 20000;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal, cutaan;<10%;Yes;Manon den Uil;20/03/2024
MACROGOL 200000;MACROGOL 200000;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal;<10%;Yes;Manon den Uil;20/03/2024
MACROGOL 35000;MACROGOL 35000;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal;<10%;Yes;Manon den Uil;20/03/2024
MACROGOL 7000000;MACROGOL 7000000;Polymer (polyethylene glycol polymer);Laxative or emolient;Oraal ;<10%;Yes;Manon den Uil;20/03/2024
MACROGOL(N)LAURYLETHER;MACROGOL(N)LAURYL ETHER;Polyethyleenglycol ether;Emulsifier;;;Yes;Manon den Uil ;08/04/2024
MACROGOL(N)STEARYLETHER;MACROGOL(N)STEARYL ETHER;Polyethyleenglycol ether;Emulsifier;;;Yes;Manon den Uil ;08/04/2024
MACROGOL-1000-GLYCEROLMONOOLEAAT;MACROGOL-1000-GLYCEROL MONOOLEATE;;;;;;;
MACROGOLDILAURAAT 600;PEG-600 DILAURATE;Ester van polyethyleenglycol en vetzuren;Emulsifier;;;Yes;Manon den Uil ;08/04/2024
MACROGOLGLYCEROLLAURAAT;MACROGOL GLYCEROL LAUREATE;;;;;;;
MACROGOLSTEARAAT 1500;MACROGOL STEARATE 1500;Polyethylene glycol stearate;"Emulsifying agent; solubilizing agent; wetting agent.";;;Yes;Manon den Uil ;20/03/2024
MAGNESIUM (ZOUT ONBEKEND);MAGNESIUM (SALT UNKNOWN);Salt;;;;Yes;Manon den Uil ;08/04/2024
MAGNESIUMCITRAAT;MAGNESIUM CITRATE;Salt, organic acid;;;;No;Manon den Uil ;29/03/2024
MAGNESIUMHYDROXIDE;MAGNESIUM HYDROXIDE;Salt;Antacid;;;Yes;Manon den Uil ;08/04/2024
MAGNESIUMOXIDE, LICHT;MAGNESIUM OXIDE, LIGHT;Salt;"Anticaking agent; emulsifying agent; glidant; tablet and capsule diluent";;;Yes;Manon den Uil ;25/03/2024
MAGNESIUMSILICAAT;MAGNESIUM SILICATE;Metallic salt;"Anticaking agent; glidant.";;;Yes;Manon den Uil ;08/04/2024
MAGNESIUMSUBCARBONAAT, ZWAAR;MAGNESIUM SUBCARBONATE, HEAVY;Salt, inorganic acid;;;;Yes;Manon den Uil/Laura N;27/12/2024
MAGNESIUMTRISILICAAT;MAGNESIUM TRISILICATE;Metallic salt;"Anticaking agent; glidant.";;;Yes;Manon den Uil ;08/04/2024
MAISSTROOP;CORN SYRUP/Liquid glucose;Suiker;"Coating agent; sweetening agent";;;No;Lisa;27/12/2023
MANGAAN (ZOUT ONBEKEND);MANGANESE (SALT UNKNOWN);;;;;;;
MENTHOXYPROPAANDIOL;MENTHOXYPROPANEDIOL;;;;;;;
METHACRYLZUUR;METHACRYL ACID;;;;;;;
METHANOL;METHANOL;;;;;;;
METHOXYACETOFENON, 4-;METHOXYACETOPHENONE, 4-;;;;;;;
METHYLCELLULOSE;METHYLCELLULOSE;;;;;Yes;Laura N;30/11/2023
METHYLCELLULOSE   15 MPA.S;METHYL CELLULOSE 15 MPA.S;;;;;Yes;Laura N;30/11/2023
METHYLCELLULOSE  400 MPA.S;METHYLCELLULOSE 400 MPA.S;;;;;Yes;Laura N;30/11/2023
METHYLEENCHLORIDE;METHYLENE CHLORIDE;Solvent;Solvent;Oraal;70-75%;Yes;Laura N;30/12/2024
MIDDELLANGEKETENDEELGLYCERIDEN;MEDIUM-CHAIN GLYCERIDES;Glyceriden;;;;Yes;Manon den Uil ;18/04/2024
MIDDELLANGEKETENDIGLYCERIDEN;MEDIUM-CHAIN GLYCERIDES;Glyceriden, di;;;;No;Manon den Uil ;18/04/2024
MIDDELLANGEKETENMONOGLYCERIDEN;MEDIUM-CHAIN MONOGLYCERIDES;Glyceriden, mono;;;;No;Manon den Uil ;18/04/2024
MOLYBDEEN (ZOUT ONBEKEND);MOLYBDENUM (SALT UNKNOWN);;;;;;;
MONOSTEARYLFUMARAAT;MONOSTEARYL FUMARATE;Fatty acid ester with organic acid;;;;No;Manon den Uil ;29/03/2024
MONTAN WAS;Montan wax;;;;;;;
MUNTZOETHOUTESSENCE;MINT LICORICE ESSENCE;Unknown or variable compositions;Flavouring agent;;;No;Manon den Uil;18/04/2024
NATRIUMCALCIUMEDETAAT;SODIUM CALCIUM EDETATE;;;;;;;
NATRIUMDIWATERSTOFFOSFAAT;SODIUM DIHYDROGEN PHOSPHATE;Salt;Buffering agent;;;Yes;Manon den Uil;15/03/2024
NATRIUMLAURYLETHERSULFAAT;SODIUM LAURYL ETHER SULFATE;;;;;;;
NATRIUMPYROFOSFAAT 0-WATER;SODIUM PYROPHOSPHATE 0-WATER;;;;;;;
NEOHESPERIDINE DIHYDROCHALCON;NEOHESPERIDINE DIHYDROCHALCONE;;;;;;;
NONOXINOL 100;NONOXINOL 100;;;;;;;
NOOTMUSKAAT OLIE;NUTMEG OIL;Oil;Fragrance agent;;;Yes;Manon den Uil ;08/04/2024
OCTYLGALLAAT;Octyl gallate;;;;;;;
OLIJFOLIE, GEZUIVERD;OLIVE OIL, PURIFIED;Oil;;;;Yes;Manon den Uil;18/04/2024
OPTACOOLESSENCE;OPTACOOL ESSENCE;Unknown or variable compositions;Flavouring agent;;;Yes;Manon den Uil;29/03/2024
ORANJESCHIL OLIE;ORANGE PEEL OIL;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
ORANJESCHIL TINCTUUR;ORANGE PEEL TINCTURE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
PECTINE;PECTINE;;;;;;;
PEPERMUNT;PEPPERMINT;Unknown or variable composition;Flavouring agent;;;Yes;Manon den Uil ;08/04/2024
PERENESSENCE;PEAR ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
PIMPINELLA TINCTUUR;PIMPINELLA TINCTURE;Unknown or variable compositions;Flavouring agent;;;Yes;Manon den Uil;18/04/2024
POLYCARBOFIL;POLYCARBOFIL;;;;;;;
POLYCARBOFIL CALCIUM;POLYCARBOFIL CALCIUM;;;;;;;
POLYETHYLEENOXIDE;POLYETHYLENE OXIDE;;;;;;;
POLYGLYCERYL OLEAAT;POLYGLYCERYL OLEATE;;;;;;;
POLYGLYCOLSTEARYLETHER;POLYGLYCOL STEARYL ETHER;;;;;;;
POLYOXYETHYLEEN(25)GLYCEROLTRIOLEAAT;POLYOXYETHYLENE(25)GLYCEROL TRIOLEATE;;;;;;;
POLYOXYETHYLEENOXYPROPYLEENGLYCOL;Polyoxyethylene Polyoxypropylene Glycol ;;;;;;;
POLYVINYLACETAAT;POLYVINYL ACETATE;;;;;;;
POLYVINYLACETAATFTALAAT;POLYVINYL ACETATE PHTHALATE;;;;;;;
POLYVINYLCHLORIDE;POLYVINYL CHLORIDE;;;;;;;
PRIMULA TINCTUUR;PRIMROSE TINCTURE;Unknown or variable compositions;Flavouring agent;;;Yes;Manon den Uil;18/04/2024
PROPAAN;PROPANE;;;;;;;
PROPIONZUUR;PROPIONIC ACID;;;;;;;
PROPYLEENCARBONAAT;PROPYLENE CARBONATE;;;;;;;
PROPYLEENGLYCOL (ALS ALGINAAT);PROPYLENE GLYCOL ALGINATE;;;;;;;
PROPYLEENGLYCOLMONOCAPRYLAAT;PROPYLENE GLYCOL MONOCAPRYLATE;Alcohol ester with fatty acid;;;;No;Manon den Uil;18/04/2024
PROPYLEENGLYCOLMONOLAURAAT;PROPYLENE GLYCOL MONOLAURATE;Alcohol ester with fatty acid;;;;No;Manon den Uil;18/04/2024
PROPYLGALLAAT;Propyl Gallate;;;;;;;
PRUIM PREPARAAT;PLUM PREPARATION;;;;;;;
PRUIMENESSENCE;PLUM ESSENCE;Unknown or variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
QUERCETINE;QUERCETINE;;;;;;;
RAAPOLIE;TURNIP OIL;Oil;;;;Yes;Manon den Uil;18/04/2024
RACEMENTHOL;RACEMENTHOL;;Flavouring agent;;;Yes;Manon den Uil;18/04/2024
RODE-BESSENESSENCE;RED BERRY ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
ROZEN BLAD TINCTUUR;ROSE LEAF TINCTURE;Unknown or variable compositions;Flavouring agent;;;Yes;Manon den Uil;18/04/2024
ROZEN OLIE;ROSE OIL;Unknown or variable compositions;Flavouring agent;;;Yes;Manon den Uil;18/04/2024
RUTOSIDE (ZOUT ONBEKEND);RUTOSIDE (SALT UNKNOWN);Vitamine preparaat/Flavonoide;;;;Yes;Laura N;30/12/2024
SACCHAROSEMONOPALMITAAT;SACCHAROSE MONOPALMITATE;Ester of disacharide and fatty acid;Surfactant;;;No;Manon den Uil ;08/04/2024
SACCHAROSEMONOSTEARAAT;SACCHAROSE MONOSTEARATE;Ester of disacharide and fatty acid;Surfactant;;;No;Manon den Uil ;08/04/2024
SALCAPROZAAT NATRIUM;SALCAPROZATE SODIUM;;;;;;;
SALICYLZUUR;SALICYL ACID;;;;;;;
SALMONELLA TYPHI, GEINACTIVEERD;SALMONELLA TYPHI, INACTIVATED;;API;;;Yes;Manon den Uil;18/04/2024
SALVIA OLIE;SALVIA OIL;Oil;Flavouring agent;;;Yes;Manon den Uil;18/04/2024
SAPONINE;SAPONIN;;;;;;;
SELEEN (ZOUT ONBEKEND);SELENIUM (SALT UNKNOWN);;;;;;;
SOJAPOLYSACCHARIDEN;SOY POLYSACCHARIDES;;;;;;;
SORBITANSTEARAAT;SORBITAN STEARATE;Sorbitan fatty acid ester;"Dispersing agent; emulsifying agent; nonionic surfactant; solubilizing agent; suspending agent; wetting agent";;;No;Manon den Uil ;27/03/2024
SPIRITUS, AROMATISCHE;SPIRIT, AROMATIC;Unknown or variable compositions;Flavouring agent;;;Yes;Manon den Uil;18/04/2024
STERANIJS OLIE;STAR ANISE OIL;Oil;Flavouring agent;;;Yes;Manon den Uil;18/04/2024
SUCROSE-ESTERS;SUCROSE ESTERS/ Sucrose Stearate;Ester of disacharide ;;;;No;Manon den Uil ;08/04/2024
SUIKERESSENCE;SUGAR ESSENCE;Unknown or Variable compositions;Flavouring agent;;;No;Manon den Uil ;29/03/2024
SUIKERSPINESSENCE;COTTON CANDY ESSENCE;Unknown or Variable compositions;Flavouring agent;;;No;Manon den Uil ;29/03/2024
TAGATOSE, D-;D-TAGATOSE;Suiker;;;;No;Laura N;30/11/2023
TAUROSELCHOLINEZUUR;TAUROSEL CHOLIC ACID;;;;;;;
THYMOL;THYMOL;Phenol;"Antioxidant; antiseptic; cooling agent; disinfectant; flavoring agent; skin penetrant; therapeutic agent.";;;Yes;Lisa;27/12/2023
TIJM OLIE;TIME OIL;Oil;Fragrance agent;;;Yes;Manon den Uil ;08/04/2024
TIJM TINCTUUR;TIME TINCTURE;Unknown or variable composition;Flavouring agent;;;Yes;Manon den Uil ;08/04/2024
TOCOFEROL, D-ALFA- ACETAAT;TOCOPHEROL, D-ALPHA-ACETATE;;;;;;;
TOCOFEROL, D-ALFA- MACROGOLSUCCINAAT;TOCOPHEROL, D-ALPHA- MACROGOL SUCCINATE;;;;;;;
TOCOFEROL, D-ALFA- WATERSTOFSUCCINAAT;TOCOPHEROL, D-ALPHA-HYDROGEN SUCCINATE;;;;;;;
TOCOFERSOLAN;TOCOFERSOLAN;;;;;;;
TRAGACANT;Tragacanth ;;;;;;;
TRIMETHYLISOPROPYLBUTANAMIDE;TRIMETHYLISOPROPYLBUTANAMIDE;;;;;;;
VANILLE COCOSESSENCE;VANILLA COCONUT ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
VASELINE, GEEL;VASELINE, YELLOW;Unknown or variable compositions;"Emollient; ointment base";Cutaan;;Yes;Manon den Uil;18/04/2024
VENKEL OLIE;FENNEL OIL;Oil;Flavouring agent, fragrance agent;;;Yes;Manon den Uil ;08/04/2024
VENKELESSENCE;FENNEL ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
VERBENA-ESSENCE;VERBENA ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
VLIERBESSENSAPCONCENTRAAT;ELDERBERRY JUICE CONCENTRATE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
VRUCHTENCOCKTAILESSENCE;FRUIT COCKTAIL ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
WALSCHOT;WALSCHOT;;;;;;;
WAS, EMULGEREND;WAX, EMULSIFYING;;;;;;;
WATER, KRAAN-;WATER, FAUCET-;NA;;;;Yes;Manon den Uil ;29/03/2024
WATERSTOFPEROXIDE;HYDROGEN PEROXIDE;;;;;;;
WOLVETALCOHOLEN;WOOL GREASE ALCOHOLS;Unknown or variable composition;"Emulsifying agent; ointment base ";;;Yes;Manon den Uil;26/03/2024
ZEEWATER, GEZUIVERD;SEA WATER, PURIFIED;NA;;;;Yes;Manon den Uil;26/03/2024
ZETMEEL NATRIUM OCTENYLSUCCINAAT;Sodium octenyl succinate starch;Starch;;;;No;Laura N;30/11/2023
ZETMEEL, GEMODIFICEERD;STARCH, MODIFIED;Starch;;;;No;Laura N;30/11/2023
ZETMEEL, SOORT ONBEKEND;STARCH, TYPE UNKNOWN;Starch;;;;No;Laura N;30/11/2023
ZETMEEL, SOORT ONBEKEND, GLUTENVRIJ;STARCH, TYPE UNKNOWN, GLUTEN FREE;Starch;;;;No;Laura N;30/11/2023
ZINK;ZINC;;;;;;;
ZINKSTEARAAT;ZINC STEARATE;Metallic salt with fatty acid;Tablet and capsule lubricant.;;;Yes;Manon den Uil ;08/04/2024
ZOETHOUT EXTRACT, GEDEGLYCYRRIZINEERD;LICORICE EXTRACT, DEGLYCYRRHIZINATED;Unknown or variable compositions;Flavouring agent;;;Yes;Manon den Uil;18/04/2024
ZOETHOUT EXTRACT, RUW;LIQUORICE EXTRACT, CRUDE;Unknown or variable compositions;Flavouring agent;;;No;Manon den Uil;18/04/2024
ZOETHOUT EXTRACT, VLOEIBAAR;LIQUORICE EXTRACT, LIQUID;Unknown or variable compositions;Flavouring agent;;;No;Manon den Uil;18/04/2024
ZOETHOUT WORTEL;LIQUORICE ROOT;Unknown or variable compositions;Flavouring agent;;;No;Manon den Uil;18/04/2024
ZOETHOUTESSENCE;LICORICE ESSENCE;Unknown or variable compositions;Flavouring agent;;;No;Manon den Uil;18/04/2024
ZWAVELDIOXIDE;SULPHUR DIOXIDE;;;;;;;
ALUMINIUMTRISTEARAAT;ALUMINUM TRISTEARATE;NA toedienroute;;;;Yes;Laura N;30/11/2023
APAFLURAAN;APAFLURANE;;;;;;;
CARBOMEER  980;CARBOOMER 980;NA toedienroute;;;;Yes;Laura N;30/11/2023
CROMOGLICAAT DINATRIUM;CROMOGLICATE DISODIUM;;;;;;;
HYDROXYPROPYLGAMMADEX;HYDROXYPROPYLGAMMADEX;NA toedienroute;;;;Yes;Laura N;30/11/2023
ISOPROPYLMYRISTAAT;ISOPROPYL MYRISTATE;;;;;;;
POLYESTER;POLYESTER;;;;;;;
ACTINOQUINOL;ACTINOQUINOL;Quinoline;UV absorbant;Topical;;Yes;Liesbeth;04/08/2023
ALOE VERA WATER;ALOE VERA WATER;Mixed;;Oral;Unknown;No;Samir;11/08/2023
ALUMINIUMSULFAAT X-WATER;ALUMINUM SULFATE X-hydrate;NA toedienroute;;;;Yes;Laura N;30/11/2023
AMINOMETHYLPROPANOL;AMINOMETHYL PROPANOL;NA toedienroute;;;;Yes;Laura N;30/11/2023
APPELESSENCE;APPLE ESSENCE;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
BENZODODECINIUM BROMIDE;BENZODODECINIUM BROMIDE;NA toedienroute;;;;Yes;Laura N;30/11/2023
BENZODODECINIUM CHLORIDE;BENZODODECINIUM CHLORIDE;NA toedienroute;;;;Yes;Laura N;30/11/2023
BLAUWE BOSBES WATER;Bilberry Extract;NA toedienroute;;;;Yes;Laura N;30/11/2023
BRILJANTZUURGROEN;BRILLIANT ACID GREEN;Unknown or variable compositions;Colouring agent;;;Yes;Manon den Uil;29/03/2024
CALCIUMLACTAAT 1-WATER;CALCIUM LACTATE 1-hydrate;Salt, organic acid;;;;No;Manon den Uil;29/03/2024
CARBOMEER  940;CARBOMBER 940;NA toedienroute;;;;Yes;Laura N;30/11/2023
CETALKONIUM CHLORIDE;CETALKONIUM CHLORIDE;NA toedienroute;;;;Yes;Laura N;30/11/2023
CETRIMIDE;CETRIMIDE;NA toedienroute;;;;Yes;Laura N;30/11/2023
CHLOORCRESOL;CHLOROCRESOL;NA toedienroute;;;;Yes;Laura N;30/11/2023
CHLOORHEXIDINE DIHYDROCHLORIDE;CHLORHEXIDINE DIHYDROCHLORIDE;;;;;;;
COLOFONIUM;COLOPHONIUM ;;;;;;;
DEOXYCHOLZUUR;DEOXYCHOLIC ACID;NA toedienroute;;;;Yes;Laura N;30/11/2023
DICYCLOHEXYLMETHAANDIISOCYANAAT;DICYCLOHEXYLMETHANE DIISOCYANATE;;;;;;;
ECTOINE;ECTOINE;NA toedienroute;;;;Yes;Laura N;30/11/2023
ETHYLEENGLYCOLDISTEARAAT;ETHYLENE GLYCOL DISTEARATE;Polyol, fatty acid;"Emulsifying agent; solubilizing agent; wetting agent. ";;;No;Manon den Uil ;05/04/2024
FIBRINE;FIBRINE;;;;;;;
FRAMBOZENEXTRACT;RASPBERRY EXTRACT;Unknown or Variable compositions;Flavouring agent;;;Yes;Manon den Uil ;29/03/2024
GLUTAMINE;GLUTAMINE;;;;;;;
GRAFIET;GRAFIET;;;;;;;
GUARAPROLOSE;GUARAPROLOSE;;;;;;;
HEXAANTRIOL;Hexanetriol ;;;;;;;
HONDSROOS WATER;DOG ROSE (Rosa canina) WATER;NA toedienroute;;;;Yes;Laura N;30/11/2023
HYALURONAAT NATRIUM;HYALURONATE SODIUM;NA toedienroute;;;;Yes;Laura N;30/11/2023
ISOSTEARINEZUUR;ISOSTEARIC ACID;;;;;;;
KALIUMJODAAT;POTASSIUM IODATE;NA toedienroute;;;;Yes;Laura N;30/11/2023
KAMILLE WATER;CAMOMILE WATER;NA toedienroute;;;;Yes;Laura N;30/11/2023
KOPER FTALOCYANINE;COPPER PHTHALOCYANINE;NA toedienroute;;;;Yes;Laura N;30/11/2023
KRUIZEMUNT OLIE;SPEARMINT OIL;Oil;Flavouring agent;;;Yes;Manon den Uil ;08/04/2024
LAUROMACROGOL 400;LAUROMACROGOL 400;NA toedienroute;;;;Yes;Laura N;30/11/2023
LAUROYL SARCOSINE;LAUROYL SARCOSINE;NA toedienroute;;;;Yes;Laura N;30/11/2023
LITHIUMCHLORIDE;LITHIUM CHLORIDE;NA toedienroute;;;;Yes;Laura N;30/11/2023
LYSINE 1-WATER;LYSINE 1-WATER;NA toedienroute;;;;Yes;Laura N;30/11/2023
MACROGOLOLEAAT;MACROGOLOLEATE;Polyethyleneglycol ester with fatty acid;;;;Yes;Manon den Uil ;08/04/2024
MASTIX;MASTIC;;;;;;;
METHYLTHIONINE CHLORIDE-0-WATER;METHYLTHIONINE CHLORIDE-0-WATER;;;;;;;
METHYLTHIONINE CHLORIDE-3-WATER;METHYLTHIONINE CHLORIDE-3-WATER;NA toedienroute;;;;Yes;Laura N;30/11/2023
MYRISTYLALCOHOL;MYRISTYL ALCOHOL;NA toedienroute;;;;Yes;Laura N;30/11/2023
NATRIUMCARBONAAT 1-WATER;SODIUM CARBONATE 1-WATER;NA toedienroute;;;;Yes;Laura N;30/11/2023
NITINOL;NITINOL;NA toedienroute;;;;Yes;Laura N;30/11/2023
NONOXINOL 9;NONOXINOL 9;NA toedienroute;;;;Yes;Laura N;30/11/2023
OCTYLDODECANOL;OCTYLDODECANOL;Fatty alcohol;;;;Yes;;
POLIHEXANIDE;POLIHEXANIDE;NA toedienroute;;;;Yes;Laura N;30/11/2023
POLYAMIDE;POLYAMIDE;NA toedienroute;;;;Yes;Laura N;30/11/2023
POLYETHYLEENTEREFTALAAT;POLYETHYLENE TEREPHTHALATE;;;;;;;
POLYIMIDE;POLYIMIDE;NA toedienroute;;;;Yes;Laura N;30/11/2023
POLYOXYETHYLEEN(20)CETYLSTEARYLETHER;POLYOXYETHYLENE(20)CETYLSTEARYLETHER;;;;;;;
POLYOXYETHYLEENVETZUURESTER;POLYOXYETHYLENE FATTY ACID ESTER;;;;;;;
POLYPROPYLEEN;POLYPROPYLENE;NA toedienroute;;;;Yes;Laura N;30/11/2023
POLYQUATERNIUM-1;POLYQUATERNIUM-1;NA toedienroute;;;;Yes;Laura N;30/11/2023
POLYURETHAAN;POLYURETHAAN;;;;;;;
RUBIDIUMCHLORIDE RB 81;RUBIDIUM CHLORIDE RB 81;;;;;;;
SILICONENKLEEFMIDDEL;SILICONE ADHESIVE;;;;;;;
TETRAKALIUMPYROFOSFAAT;TETRAKALIUM PYROPHOSPHATE;;;;;;;
TRIPALMITINE;TRIPALMITIN;;;;;;;
VETZUUR;FATTY ACID;Vet;;;;Yes;Laura N;30/11/2023
ZILVER;SILVER;;;;;;;
ACRYLAATVINYLACETAATCOPOLYMEER;ACRYLATE VINYL ACETATE COPOLYMER;Polymeer;;Transdermal;;Yes;Laura N;25/07/2023
ALUMINIUMZETMEELOCTENYLSUCCINAAT;ALUMINUM STARCH OCTENYLSUCCINATE;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
BETAINE 1-WATER;BETAINE 1-hydrate;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
BORAGO OLIE;BORAGO OIL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
CETIOL;CETIOL;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
CETOSTEARYLALCOHOL A, EMULGEREND;CETOSTEARYL ALCOHOL A, EMULSIFYING;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
CITROENZUUR (ALS 1-WATER);Citric Acid Monohydrate;NA, toedienweg 0;;;;Yes;Laura N;30/11/2023
